PS C:\Users\Buddy\magic_beans_project\magic_beans_new> docker compose -f docker-compose.local.yml logs -f django
magicbeans_local_django  | wait-for-it: waiting 30 seconds for postgres:5432
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/importer.py", line 19, in import_from_string
magicbeans_local_django  |     module = importlib.import_module(module_str)
magicbeans_local_django  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/importlib/__init__.py", line 90, in import_module
magicbeans_local_django  |     return _bootstrap._gcd_import(name[level:], package, level)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 999, in exec_module
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
magicbeans_local_django  |   File "/app/config/asgi.py", line 26, in <module>
magicbeans_local_django  |     django_application = get_asgi_application()
magicbeans_local_django  |                          ^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/core/asgi.py", line 12, in get_asgi_application
magicbeans_local_django  |     django.setup(set_prefix=False)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/__init__.py", line 19, in setup
magicbeans_local_django  |     configure_logging(settings.LOGGING_CONFIG, settings.LOGGING)
magicbeans_local_django  |                       ^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 81, in __getattr__
magicbeans_local_django  |     self._setup(name)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 68, in _setup
magicbeans_local_django  |     self._wrapped = Settings(settings_module)
magicbeans_local_django  |                     ^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 166, in __init__
magicbeans_local_django  |     mod = importlib.import_module(self.SETTINGS_MODULE)
magicbeans_local_django  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/importlib/__init__.py", line 90, in import_module
magicbeans_local_django  |     return _bootstrap._gcd_import(name[level:], package, level)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1324, in _find_and_load_unlocked
magicbeans_local_django  | ModuleNotFoundError: No module named 'config.settings.local'
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'config/settings/local.py'. Reloading...
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'config/settings/local (1).py'. Reloading...
magicbeans_local_django  | Process SpawnProcess-7:
magicbeans_local_django  | Traceback (most recent call last):
magicbeans_local_django  |   File "/usr/local/lib/python3.12/multiprocessing/process.py", line 314, in _bootstrap
magicbeans_local_django  |     self.run()
magicbeans_local_django  |   File "/usr/local/lib/python3.12/multiprocessing/process.py", line 108, in run
magicbeans_local_django  |     self._target(*self._args, **self._kwargs)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/_subprocess.py", line 80, in subprocess_started
magicbeans_local_django  |     target(sockets=sockets)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 66, in run
magicbeans_local_django  |     return asyncio.run(self.serve(sockets=sockets))
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/asyncio/runners.py", line 195, in run
magicbeans_local_django  |     return runner.run(main)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/asyncio/runners.py", line 118, in run
magicbeans_local_django  |     return self._loop.run_until_complete(task)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "uvloop/loop.pyx", line 1518, in uvloop.loop.Loop.run_until_complete
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 70, in serve
magicbeans_local_django  |     await self._serve(sockets)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 77, in _serve
magicbeans_local_django  |     config.load()
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/config.py", line 435, in load
magicbeans_local_django  |     self.loaded_app = import_from_string(self.app)
magicbeans_local_django  |                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/importer.py", line 19, in import_from_string
magicbeans_local_django  |     module = importlib.import_module(module_str)
magicbeans_local_django  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/importlib/__init__.py", line 90, in import_module
magicbeans_local_django  |     return _bootstrap._gcd_import(name[level:], package, level)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 999, in exec_module
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
magicbeans_local_django  |   File "/app/config/asgi.py", line 26, in <module>
magicbeans_local_django  |     django_application = get_asgi_application()
magicbeans_local_django  |                          ^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/core/asgi.py", line 12, in get_asgi_application
magicbeans_local_django  |     django.setup(set_prefix=False)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/__init__.py", line 19, in setup
magicbeans_local_django  |     configure_logging(settings.LOGGING_CONFIG, settings.LOGGING)
magicbeans_local_django  |                       ^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 81, in __getattr__
magicbeans_local_django  |     self._setup(name)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 68, in _setup
magicbeans_local_django  |     self._wrapped = Settings(settings_module)
magicbeans_local_django  |                     ^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 166, in __init__
magicbeans_local_django  |     mod = importlib.import_module(self.SETTINGS_MODULE)
magicbeans_local_django  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/importlib/__init__.py", line 90, in import_module
magicbeans_local_django  |     return _bootstrap._gcd_import(name[level:], package, level)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 995, in exec_module
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 1133, in get_code
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 1063, in source_to_code
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
magicbeans_local_django  |   File "/app/config/settings/local.py", line 40
magicbeans_local_django  |     'catalog',
magicbeans_local_django  | IndentationError: unexpected indent
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'config/settings/local (2).py'. Reloading...
magicbeans_local_django  | Process SpawnProcess-8:
magicbeans_local_django  | Traceback (most recent call last):
magicbeans_local_django  |   File "/usr/local/lib/python3.12/multiprocessing/process.py", line 314, in _bootstrap
magicbeans_local_django  |     self.run()
magicbeans_local_django  |   File "/usr/local/lib/python3.12/multiprocessing/process.py", line 108, in run
magicbeans_local_django  |     self._target(*self._args, **self._kwargs)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/_subprocess.py", line 80, in subprocess_started
magicbeans_local_django  |     target(sockets=sockets)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 66, in run
magicbeans_local_django  |     return asyncio.run(self.serve(sockets=sockets))
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/asyncio/runners.py", line 195, in run
magicbeans_local_django  |     return runner.run(main)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/asyncio/runners.py", line 118, in run
magicbeans_local_django  |     return self._loop.run_until_complete(task)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "uvloop/loop.pyx", line 1518, in uvloop.loop.Loop.run_until_complete
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 70, in serve
magicbeans_local_django  |     await self._serve(sockets)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 77, in _serve
magicbeans_local_django  |     config.load()
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/config.py", line 435, in load
magicbeans_local_django  |     self.loaded_app = import_from_string(self.app)
magicbeans_local_django  |                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/importer.py", line 19, in import_from_string
magicbeans_local_django  |     module = importlib.import_module(module_str)
magicbeans_local_django  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/importlib/__init__.py", line 90, in import_module
magicbeans_local_django  |     return _bootstrap._gcd_import(name[level:], package, level)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 999, in exec_module
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
magicbeans_local_django  |   File "/app/config/asgi.py", line 26, in <module>
magicbeans_local_django  |     django_application = get_asgi_application()
magicbeans_local_django  |                          ^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/core/asgi.py", line 12, in get_asgi_application
magicbeans_local_django  |     django.setup(set_prefix=False)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/__init__.py", line 19, in setup
magicbeans_local_django  |     configure_logging(settings.LOGGING_CONFIG, settings.LOGGING)
magicbeans_local_django  |                       ^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 81, in __getattr__
magicbeans_local_django  |     self._setup(name)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 68, in _setup
magicbeans_local_django  |     self._wrapped = Settings(settings_module)
magicbeans_local_django  |                     ^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 166, in __init__
magicbeans_local_django  |     mod = importlib.import_module(self.SETTINGS_MODULE)
magicbeans_local_django  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/importlib/__init__.py", line 90, in import_module
magicbeans_local_django  |     return _bootstrap._gcd_import(name[level:], package, level)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 995, in exec_module
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 1133, in get_code
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 1063, in source_to_code
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
magicbeans_local_django  |   File "/app/config/settings/local.py", line 40
magicbeans_local_django  |     'catalog',
magicbeans_local_django  | IndentationError: unexpected indent
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'config/settings/local.py'. Reloading...
magicbeans_local_django  | Process SpawnProcess-9:
magicbeans_local_django  | Traceback (most recent call last):
magicbeans_local_django  |   File "/usr/local/lib/python3.12/multiprocessing/process.py", line 314, in _bootstrap
magicbeans_local_django  |     self.run()
magicbeans_local_django  |   File "/usr/local/lib/python3.12/multiprocessing/process.py", line 108, in run
magicbeans_local_django  |     self._target(*self._args, **self._kwargs)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/_subprocess.py", line 80, in subprocess_started
magicbeans_local_django  |     target(sockets=sockets)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 66, in run
magicbeans_local_django  |     return asyncio.run(self.serve(sockets=sockets))
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/asyncio/runners.py", line 195, in run
magicbeans_local_django  |     return runner.run(main)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/asyncio/runners.py", line 118, in run
magicbeans_local_django  |     return self._loop.run_until_complete(task)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "uvloop/loop.pyx", line 1518, in uvloop.loop.Loop.run_until_complete
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 70, in serve
magicbeans_local_django  |     await self._serve(sockets)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 77, in _serve
magicbeans_local_django  |     config.load()
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/config.py", line 435, in load
magicbeans_local_django  |     self.loaded_app = import_from_string(self.app)
magicbeans_local_django  |                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/importer.py", line 22, in import_from_string
magicbeans_local_django  |     raise exc from None
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/importer.py", line 19, in import_from_string
magicbeans_local_django  |     module = importlib.import_module(module_str)
magicbeans_local_django  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/importlib/__init__.py", line 90, in import_module
magicbeans_local_django  |     return _bootstrap._gcd_import(name[level:], package, level)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 999, in exec_module
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
magicbeans_local_django  |   File "/app/config/asgi.py", line 26, in <module>
magicbeans_local_django  |     django_application = get_asgi_application()
magicbeans_local_django  |                          ^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/core/asgi.py", line 12, in get_asgi_application
magicbeans_local_django  |     django.setup(set_prefix=False)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/__init__.py", line 19, in setup
magicbeans_local_django  |     configure_logging(settings.LOGGING_CONFIG, settings.LOGGING)
magicbeans_local_django  |                       ^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 81, in __getattr__
magicbeans_local_django  |     self._setup(name)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 68, in _setup
magicbeans_local_django  |     self._wrapped = Settings(settings_module)
magicbeans_local_django  |                     ^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 166, in __init__
magicbeans_local_django  |     mod = importlib.import_module(self.SETTINGS_MODULE)
magicbeans_local_django  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/importlib/__init__.py", line 90, in import_module
magicbeans_local_django  |     return _bootstrap._gcd_import(name[level:], package, level)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1324, in _find_and_load_unlocked
magicbeans_local_django  | ModuleNotFoundError: No module named 'config.settings.local'
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'config/settings/local.py'. Reloading...
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'config/settings/local (2).py'. Reloading...
magicbeans_local_django  | Process SpawnProcess-11:
magicbeans_local_django  | Traceback (most recent call last):
magicbeans_local_django  |   File "/usr/local/lib/python3.12/multiprocessing/process.py", line 314, in _bootstrap
magicbeans_local_django  |     self.run()
magicbeans_local_django  |   File "/usr/local/lib/python3.12/multiprocessing/process.py", line 108, in run
magicbeans_local_django  |     self._target(*self._args, **self._kwargs)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/_subprocess.py", line 80, in subprocess_started
magicbeans_local_django  |     target(sockets=sockets)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 66, in run
magicbeans_local_django  |     return asyncio.run(self.serve(sockets=sockets))
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/asyncio/runners.py", line 195, in run
magicbeans_local_django  |     return runner.run(main)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/asyncio/runners.py", line 118, in run
magicbeans_local_django  |     return self._loop.run_until_complete(task)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "uvloop/loop.pyx", line 1518, in uvloop.loop.Loop.run_until_complete
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 70, in serve
magicbeans_local_django  |     await self._serve(sockets)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 77, in _serve
magicbeans_local_django  |     config.load()
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/config.py", line 435, in load
magicbeans_local_django  |     self.loaded_app = import_from_string(self.app)
magicbeans_local_django  |                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/importer.py", line 19, in import_from_string
magicbeans_local_django  |     module = importlib.import_module(module_str)
magicbeans_local_django  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/importlib/__init__.py", line 90, in import_module
magicbeans_local_django  |     return _bootstrap._gcd_import(name[level:], package, level)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 999, in exec_module
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
magicbeans_local_django  |   File "/app/config/asgi.py", line 26, in <module>
magicbeans_local_django  |     django_application = get_asgi_application()
magicbeans_local_django  |                          ^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/core/asgi.py", line 12, in get_asgi_application
magicbeans_local_django  |     django.setup(set_prefix=False)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/__init__.py", line 19, in setup
magicbeans_local_django  |     configure_logging(settings.LOGGING_CONFIG, settings.LOGGING)
magicbeans_local_django  |                       ^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 81, in __getattr__
magicbeans_local_django  |     self._setup(name)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 68, in _setup
magicbeans_local_django  |     self._wrapped = Settings(settings_module)
magicbeans_local_django  |                     ^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/django/conf/__init__.py", line 166, in __init__
magicbeans_local_django  |     mod = importlib.import_module(self.SETTINGS_MODULE)
magicbeans_local_django  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/importlib/__init__.py", line 90, in import_module
magicbeans_local_django  |     return _bootstrap._gcd_import(name[level:], package, level)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 995, in exec_module
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 1133, in get_code
magicbeans_local_django  |   File "<frozen importlib._bootstrap_external>", line 1063, in source_to_code
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
magicbeans_local_django  |   File "/app/config/settings/local.py", line 40
magicbeans_local_django  |     'catalog',
magicbeans_local_django  | IndentationError: unexpected indent
magicbeans_local_django  | WARNING:  WatchFiles detected changes in 'config/settings/base.py'. Reloading...
magicbeans_local_django  | Process SpawnProcess-12:
magicbeans_local_django  | Traceback (most recent call last):
magicbeans_local_django  |   File "/usr/local/lib/python3.12/multiprocessing/process.py", line 314, in _bootstrap
magicbeans_local_django  |     self.run()
magicbeans_local_django  |   File "/usr/local/lib/python3.12/multiprocessing/process.py", line 108, in run
magicbeans_local_django  |     self._target(*self._args, **self._kwargs)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/_subprocess.py", line 80, in subprocess_started
magicbeans_local_django  |     target(sockets=sockets)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 66, in run
magicbeans_local_django  |     return asyncio.run(self.serve(sockets=sockets))
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/asyncio/runners.py", line 195, in run
magicbeans_local_django  |     return runner.run(main)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/asyncio/runners.py", line 118, in run
magicbeans_local_django  |     return self._loop.run_until_complete(task)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "uvloop/loop.pyx", line 1518, in uvloop.loop.Loop.run_until_complete
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 70, in serve
magicbeans_local_django  |     await self._serve(sockets)
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/server.py", line 77, in _serve
magicbeans_local_django  |     config.load()
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/config.py", line 435, in load
magicbeans_local_django  |     self.loaded_app = import_from_string(self.app)
magicbeans_local_django  |                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/site-packages/uvicorn/importer.py", line 19, in import_from_string
magicbeans_local_django  |     module = importlib.import_module(module_str)
magicbeans_local_django  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "/usr/local/lib/python3.12/importlib/__init__.py", line 90, in import_module
magicbeans_local_django  |     return _bootstrap._gcd_import(name[level:], package, level)
magicbeans_local_django  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
magicbeans_local_django  |   File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
